No.,allowed,link
37,true,https://twitter.com/share?text=Palestinian%20Red%20Crescent%20says%20Israeli%20forces%20are%20warning%20them%20to%20evacuate%20Gaza%E2%80%99s%20Al%20Quds%20Hospital&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782406&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782406
38,true,WhatsApp://send?text=Palestinian%20Red%20Crescent%20says%20Israeli%20forces%20are%20warning%20them%20to%20evacuate%20Gaza%E2%80%99s%20Al%20Quds%20Hospital%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782406%3Fref%3Dwhatsapp
39,true,javascript:void(0)
40,true,https://twitter.com/DrTedros/status/1715338097330667772?t=r9VJy1H2K_vRqKnMvbbd4g&s=19
41,true,https://www.unrwa.org/resources/reports/situation-report-9-gaza-strip-and-west-bank-including-east-jerusalem
42,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782405&display=popup&ref=plugin
43,true,https://twitter.com/share?text=2%20more%20workers%20confirmed%20as%20killed%2C%20says%20UN%20agency&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782405&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782405
44,true,WhatsApp://send?text=2%20more%20workers%20confirmed%20as%20killed%2C%20says%20UN%20agency%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782405%3Fref%3Dwhatsapp
45,true,javascript:void(0)
46,true,https://saudigazette.com.sa/article/636899
47,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782402&display=popup&ref=plugin
48,true,https://twitter.com/share?text=Saudi%20crown%20prince%20calls%20for%20Palestinian%20state%20on%201967%20borders&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782402&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782402
49,true,WhatsApp://send?text=Saudi%20crown%20prince%20calls%20for%20Palestinian%20state%20on%201967%20borders%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782402%3Fref%3Dwhatsapp
50,true,javascript:void(0)
51,true,https://twitter.com/PalestineRCS/status/1715423053692166568?t=V19lyHbqz29we0KHXOt_Rw&s=19
52,true,https://twitter.com/PalestineRCS/status/1715415685096931626?t=NgvmQlg8Zw1ZSk3JiywXEw&s=19
53,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782400&display=popup&ref=plugin
54,true,https://twitter.com/share?text=12%2C000%20in%20%E2%80%98imminent%20danger%E2%80%99%20after%20Israel%20threatens%20to%20bomb%20hospital%3A%20PRCS&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782400&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782400
55,true,WhatsApp://send?text=12%2C000%20in%20%E2%80%98imminent%20danger%E2%80%99%20after%20Israel%20threatens%20to%20bomb%20hospital%3A%20PRCS%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782400%3Fref%3Dwhatsapp
56,true,javascript:void(0)
57,true,https://twitter.com/UN/status/1715403922033250749?t=8folF__3FdaPGxalVLiBxQ&s=08
58,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782401&display=popup&ref=plugin
59,true,https://twitter.com/share?text=UN%20implores%20all%20parties%20to%20allow%20%E2%80%98unimpeded%E2%80%99%20passage%20of%20relief%20goods&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782401&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782401
60,true,WhatsApp://send?text=UN%20implores%20all%20parties%20to%20allow%20%E2%80%98unimpeded%E2%80%99%20passage%20of%20relief%20goods%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782401%3Fref%3Dwhatsapp
61,true,javascript:void(0)
62,true,https://www.instagram.com/p/CyoBrr9oweM/?img_index=1
63,true,https://www.instagram.com/p/CyoBrr9oweM/?img_index=1
64,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782399&display=popup&ref=plugin
65,true,https://twitter.com/share?text=PHOTOS%3A%20International%20protests%20in%20support%20of%20Palestinians&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782399&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782399
66,true,WhatsApp://send?text=PHOTOS%3A%20International%20protests%20in%20support%20of%20Palestinians%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782399%3Fref%3Dwhatsapp
67,true,javascript:void(0)
68,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782398&display=popup&ref=plugin
69,true,https://twitter.com/share?text=Biden%20says%20he%20thinks%20aid%20trucks%20will%20get%20through%20to%20Gaza%20within%202%20days&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782398&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782398
70,true,WhatsApp://send?text=Biden%20says%20he%20thinks%20aid%20trucks%20will%20get%20through%20to%20Gaza%20within%202%20days%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782398%3Fref%3Dwhatsapp
71,true,javascript:void(0)
72,true,https://twitter.com/NatashaBertrand/status/1715344792803021232?t=ynl21VUvVXX8i6KRT1_BJg&s=19
73,true,https://www.dawn.com/news/1780518
74,true,https://twitter.com/sarasidnerCNN/status/1712415904791712095?t=43ClOtO1m1Vveb6Dy2-DRw&s=19
75,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782396&display=popup&ref=plugin
76,true,https://twitter.com/share?text=WATCH%3A%20CNN%20correspondent%20faces%20furious%20chants%20from%20Palestinians&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782396&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782396
77,true,WhatsApp://send?text=WATCH%3A%20CNN%20correspondent%20faces%20furious%20chants%20from%20Palestinians%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782396%3Fref%3Dwhatsapp
78,true,javascript:void(0)
79,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782397&display=popup&ref=plugin
80,true,https://twitter.com/share?text=Hamas%20releases%20two%20US%20hostages%20%E2%80%98for%20humanitarian%20reasons%E2%80%99%20in%20response%20to%20Qatari%20efforts%3A%20spokesperson&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782397&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782397
81,true,WhatsApp://send?text=Hamas%20releases%20two%20US%20hostages%20%E2%80%98for%20humanitarian%20reasons%E2%80%99%20in%20response%20to%20Qatari%20efforts%3A%20spokesperson%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782397%3Fref%3Dwhatsapp
82,true,javascript:void(0)
83,true,https://twitter.com/amnesty/status/1715390644854587569?t=QwFtUXAoL97YNa_roX6e4A&s=08
84,true,https://www.amnesty.org/en/latest/news/2023/10/damning-evidence-of-war-crimes-as-israeli-attacks-wipe-out-entire-families-in-gaza/?utm_source=TWITTER-IS&utm_medium=social&utm_content=11605328299&utm_campaign=Amnesty&utm_term=-No
85,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782394&display=popup&ref=plugin
86,true,https://twitter.com/share?text=Amnesty%20International%20offers%20%E2%80%98damning%E2%80%99%20evidence%20of%20Israeli%20%E2%80%98war%20crimes%E2%80%99%20against%20Gaza&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782394&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782394
87,true,WhatsApp://send?text=Amnesty%20International%20offers%20%E2%80%98damning%E2%80%99%20evidence%20of%20Israeli%20%E2%80%98war%20crimes%E2%80%99%20against%20Gaza%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1782394%3Fref%3Dwhatsapp
88,true,javascript:void(0)
89,true,/live/pakistan/20231020214958/10
90,true,https://www.dawn.com/
91,true,https://www.compunode.com/
92,true,https://www.dawn.com
93,true,https://twitter.com/dawn_com
94,true,https://www.facebook.com/dawndotcom
95,true,https://www.instagram.com/dawn_dot_com/
96,true,https://itunes.apple.com/pk/app/dawn-official-mobile-app/id935631940
97,true,https://play.google.com/store/apps/details?id=com.mictronicx.dawn
98,true,https://appgallery.huawei.com/#/app/C104007373
99,true,/contact
100,true,/terms
101,true,/reproduction-copyrights
102,true,/contribution-guidelines
103,true,/privacy
104,true,/comments-policy
105,true,/code-of-ethics
106,true,/social-media-guidelines
107,true,/subscription
108,true,/marketing
109,true,/sponsor-content
110,true,https://classifieds.dawn.com
111,true,https://obituary.dawn.com
112,true,/prayers-timings
113,true,/stocks
114,true,/weather
115,true,/
116,true,https://herald.dawn.com
117,true,https://aurora.dawn.com
118,true,/prism
119,true,https://www.dawnnews.tv/
120,true,https://images.dawn.com
121,true,/magazines
122,true,https://cityfm89.com
123,true,https://www.youtube.com/channel/UCkMdI0K-74jAjOmh5J5H97Q
